no_penalty,75_perc_penalty,85_perc_penalty,95_perc_penalty,geoid,ua_name
1,1.602916667,1.710520833,1.798333333,43580,"Sioux City, IA-NE-SD"
1,1.621875,1.709479167,1.8065625,12620,"Bangor, ME"
1,1.646770833,1.7325,1.794166667,31860,"Mankato, MN"
1,1.434375,1.554166667,1.692708333,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1,1.399166667,1.58125,1.751875,14020,"Bloomington, IN"
1,1.399166667,1.58125,1.751875,18020,"Columbus, IN"
1,1.567708333,1.696666667,1.794166667,24340,"Grand Rapids-Kentwood, MI"
1,1.614375,1.71375,1.806666667,39660,"Rapid City, SD"
1,1.574479167,1.679583333,1.806666667,24260,"Grand Island, NE"
1,1.643958333,1.722291667,1.817083333,48140,"Wausau-Weston, WI"
1,1.465625,1.58125,1.771979167,28740,"Kingston, NY"
1,1.570625,1.6525,1.775416667,16940,"Cheyenne, WY"
1,1.569479167,1.676354167,1.760729167,38540,"Pocatello, ID"
1,1.588020833,1.705208333,1.800416667,33340,"Milwaukee-Waukesha, WI"
1,1.588020833,1.705208333,1.800416667,39540,"Racine, WI"
1,1.637708333,1.719895833,1.77125,26820,"Idaho Falls, ID"
1,1.385416667,1.518229167,1.709479167,16620,"Charleston, WV"
1,1.608333333,1.7015625,1.773020833,38860,"Portland-South Portland, ME"
1,1.492708333,1.621875,1.769166667,29020,"Kokomo, IN"
1,1.5915625,1.689895833,1.787916667,49340,"Worcester, MA-CT"
1,1.5234375,1.6375,1.807291667,37900,"Peoria, IL"
1,1.46875,1.556666667,1.705104167,39380,"Pueblo, CO"
1,1.404791667,1.513541667,1.671354167,14540,"Bowling Green, KY"
1,1.411979167,1.5515625,1.741145833,29940,"Lawrence, KS"
1,1.482604167,1.630416667,1.77125,31700,"Manchester-Nashua, NH"
1,1.5,1.620833333,1.765,30700,"Lincoln, NE"
1,1.519270833,1.692395833,1.799375,29200,"Lafayette-West Lafayette, IN"
1,1.390625,1.502708333,1.709479167,21780,"Evansville, IN-KY"
1,1.5265625,1.6375,1.78375,26900,"Indianapolis-Carmel-Anderson, IN"
1,1.5771875,1.679583333,1.785520833,23060,"Fort Wayne, IN"
1,1.4846875,1.580208333,1.721145833,14500,"Boulder, CO"
1,1.554166667,1.671354167,1.801458333,19780,"Des Moines-West Des Moines, IA"
1,1.492708333,1.6525,1.785833333,14460,"Boston-Cambridge-Newton, MA-NH"
1,1.58125,1.7071875,1.804583333,13020,"Bay City, MI"
1,1.58125,1.7071875,1.804583333,33220,"Midland, MI"
1,1.58125,1.7071875,1.804583333,40980,"Saginaw, MI"
1,1.530208333,1.621875,1.741458333,19740,"Denver-Aurora-Lakewood, CO"
1,1.612604167,1.691666667,1.767708333,46540,"Utica-Rome, NY"
1,1.544791667,1.648229167,1.7896875,13740,"Billings, MT"
1,1.5375,1.6625,1.785833333,45780,"Toledo, OH"
1,1.607604167,1.676354167,1.785833333,22420,"Flint, MI"
1,1.3275,1.492708333,1.709479167,16020,"Cape Girardeau, MO-IL"
1,1.4259375,1.545833333,1.728645833,21060,"Elizabethtown-Fort Knox, KY"
1,1.389791667,1.513020833,1.7009375,17300,"Clarksville, TN-KY"
1,1.5,1.666770833,1.7775,28020,"Kalamazoo-Portage, MI"
1,1.538541667,1.683854167,1.810833333,36540,"Omaha-Council Bluffs, NE-IA"
1,1.546354167,1.628645833,1.747916667,21140,"Elkhart-Goshen, IN"
1,1.546354167,1.628645833,1.747916667,33140,"Michigan City-La Porte, IN"
1,1.546354167,1.628645833,1.747916667,35660,"Niles, MI"
1,1.546354167,1.628645833,1.747916667,43780,"South Bend-Mishawaka, IN-MI"
1,1.5,1.6371875,1.764895833,44100,"Springfield, IL"
1,1.513541667,1.614375,1.730208333,44140,"Springfield, MA"
1,1.594791667,1.671041667,1.775416667,13780,"Binghamton, NY"
1,1.426041667,1.567708333,1.718229167,13980,"Blacksburg-Christiansburg, VA"
1,1.547395833,1.6625,1.76875,45060,"Syracuse, NY"
1,1.419791667,1.567708333,1.717604167,19060,"Cumberland, MD-WV"
1,1.419791667,1.567708333,1.717604167,49020,"Winchester, VA-WV"
1,1.499479167,1.608333333,1.741458333,19430,"Dayton-Kettering, OH"
1,1.499479167,1.608333333,1.741458333,44220,"Springfield, OH"
1,1.505729167,1.621145833,1.730729167,14100,"Bloomsburg-Berwick, PA"
1,1.505729167,1.621145833,1.730729167,48700,"Williamsport, PA"
1,1.485416667,1.560104167,1.743020833,14260,"Boise City, ID"
1,1.527083333,1.666770833,1.78375,40380,"Rochester, NY"
1,1.567708333,1.672083333,1.792083333,27780,"Johnstown, PA"
1,1.540625,1.588020833,1.6634375,22380,"Flagstaff, AZ"
1,1.5875,1.671041667,1.787916667,11180,"Ames, IA"
1,1.505208333,1.6346875,1.730729167,21300,"Elmira, NY"
1,1.505208333,1.6346875,1.730729167,27060,"Ithaca, NY"
1,1.5,1.6428125,1.7621875,11460,"Ann Arbor, MI"
1,1.533854167,1.6396875,1.745520833,27500,"Janesville-Beloit, WI"
1,1.547395833,1.6625,1.775416667,11540,"Appleton, WI"
1,1.463541667,1.588020833,1.764270833,14860,"Bridgeport-Stamford-Norwalk, CT"
1,1.433854167,1.5515625,1.71,39740,"Reading, PA"
1,1.391875,1.5184375,1.71375,44180,"Springfield, MO"
1,1.433333333,1.53875,1.718020833,36980,"Owensboro, KY"
1,1.4275,1.588020833,1.739375,37620,"Parkersburg-Vienna, WV"
1,1.448958333,1.590729167,1.7040625,30460,"Lexington-Fayette, KY"
1,1.513541667,1.661770833,1.773333333,49660,"Youngstown-Warren-Boardman, OH-PA"
1,1.460416667,1.611145833,1.779583333,17860,"Columbia, MO"
1,1.559375,1.6625,1.775208333,26980,"Iowa City, IA"
1,1.540625,1.635416667,1.765,15940,"Canton-Massillon, OH"
1,1.540625,1.635416667,1.765,10420,"Akron, OH"
1,1.5,1.609375,1.768333333,39100,"Poughkeepsie-Newburgh-Middletown, NY"
1,1.4628125,1.582708333,1.722291667,31740,"Manhattan, KS"
1,1.5,1.630729167,1.747916667,34620,"Muncie, IN"
1,1.5809375,1.6421875,1.699791667,16180,"Carson City, NV"
1,1.491666667,1.628645833,1.7709375,44300,"State College, PA"
1,1.569479167,1.692395833,1.765,10580,"Albany-Schenectady-Troy, NY"
1,1.5,1.5671875,1.700208333,49420,"Yakima, WA"
1,1.5203125,1.58125,1.730416667,17660,"Coeur d'Alene, ID"
1,1.58125,1.6753125,1.775416667,33780,"Monroe, MI"
1,1.556354167,1.655729167,1.768854167,19820,"Detroit-Warren-Dearborn, MI"
1,1.5265625,1.6625,1.78375,44060,"Spokane-Spokane Valley, WA"
1,1.470833333,1.546875,1.681354167,12700,"Barnstable Town, MA"
1,1.558854167,1.683854167,1.781666667,27100,"Jackson, MI"
1,1.477083333,1.590520833,1.732708333,18140,"Columbus, OH"
1,1.58125,1.6625,1.77125,34740,"Muskegon, MI"
1,1.427083333,1.574479167,1.709479167,41180,"St. Louis, MO-IL"
1,1.540625,1.6753125,1.773333333,15380,"Buffalo-Cheektowaga, NY"
1,1.490104167,1.6015625,1.735104167,19500,"Decatur, IL"
1,1.318333333,1.448958333,1.664583333,27900,"Joplin, MO"
1,1.4953125,1.559375,1.658541667,13460,"Bend, OR"
1,1.519270833,1.610104167,1.739166667,17820,"Colorado Springs, CO"
1,1.400208333,1.5,1.6625,27620,"Jefferson City, MO"
1,1.5203125,1.594791667,1.721666667,30860,"Logan, UT-ID"
1,1.5203125,1.594791667,1.721666667,36260,"Ogden-Clearfield, UT"
1,1.448958333,1.567708333,1.739375,25540,"Hartford-East Hartford-Middletown, CT"
1,1.337916667,1.463541667,1.646458333,31140,"Louisville/Jefferson County, KY-IN"
1,1.292916667,1.405833333,1.570729167,27180,"Jackson, TN"
1,1.303541667,1.434583333,1.6078125,36420,"Oklahoma City, OK"
1,1.4265625,1.53125,1.6625,26580,"Huntington-Ashland, WV-KY-OH"
1,1.441666667,1.58125,1.728229167,13220,"Beckley, WV"
1,1.074166667,1.096875,1.116666667,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
1,1.498958333,1.6015625,1.709479167,41140,"St. Joseph, MO-KS"
1,1.357083333,1.459479167,1.588020833,40060,"Richmond, VA"
1,1.251666667,1.379166667,1.618645833,24780,"Greenville, NC"
1,1.343958333,1.454895833,1.615104167,24140,"Goldsboro, NC"
1,1.224375,1.354791667,1.523958333,22520,"Florence-Muscle Shoals, AL"
1,1.123333333,1.239375,1.441145833,25060,"Gulfport-Biloxi, MS"
1,1.288229167,1.427083333,1.6525,19460,"Decatur, AL"
1,1.288229167,1.427083333,1.6525,26620,"Huntsville, AL"
1,1.540625,1.646458333,1.7371875,20700,"East Stroudsburg, PA"
1,1.540625,1.646458333,1.7371875,42540,"Scranton--Wilkes-Barre, PA"
1,1.4475,1.5609375,1.683854167,35300,"New Haven-Milford, CT"
1,1.488541667,1.588020833,1.719583333,30620,"Lima, OH"
1,1.4484375,1.574479167,1.722291667,45820,"Topeka, KS"
1,1.376041667,1.5,1.692395833,27740,"Johnson City, TN"
1,1.376041667,1.5,1.692395833,28700,"Kingsport-Bristol, TN-VA"
1,1.547395833,1.6575,1.7559375,38340,"Pittsfield, MA"
1,1.5125,1.615104167,1.728541667,48260,"Weirton-Steubenville, WV-OH"
1,1.5125,1.615104167,1.728541667,48540,"Wheeling, WV-OH"
1,1.434375,1.53125,1.672083333,29540,"Lancaster, PA"
1,1.434375,1.53125,1.672083333,30140,"Lebanon, PA"
1,1.527083333,1.6625,1.765,17460,"Cleveland-Elyria, OH"
1,1.397916667,1.538541667,1.709479167,45940,"Trenton-Princeton, NJ"
1,1.434375,1.5203125,1.677395833,17140,"Cincinnati, OH-KY-IN"
1,1.361458333,1.467708333,1.65,31340,"Lynchburg, VA"
1,1.544791667,1.6625,1.765,12980,"Battle Creek, MI"
1,1.448958333,1.589791667,1.71375,38300,"Pittsburgh, PA"
1,1.325,1.431770833,1.6603125,22900,"Fort Smith, AR-OK"
1,1.5109375,1.618645833,1.730833333,10900,"Allentown-Bethlehem-Easton, PA-NJ"
1,1.322083333,1.4625,1.694166667,15500,"Burlington, NC"
1,1.322083333,1.4625,1.694166667,24660,"Greensboro-High Point, NC"
1,1.478541667,1.5821875,1.678125,39340,"Provo-Orem, UT"
1,1.454166667,1.554166667,1.691666667,35980,"Norwich-New London, CT"
1,1.427083333,1.554166667,1.7265625,20100,"Dover, DE"
1,1.264791667,1.400416667,1.609375,30780,"Little Rock-North Little Rock-Conway, AR"
1,1.506770833,1.630416667,1.730833333,11020,"Altoona, PA"
1,1.3275,1.421041667,1.6296875,16820,"Charlottesville, VA"
1,1.4921875,1.547395833,1.656041667,22140,"Farmington, NM"
1,1.4753125,1.569895833,1.658541667,42140,"Santa Fe, NM"
1,1.39375,1.527083333,1.682395833,21420,"Enid, OK"
1,1.419270833,1.498958333,1.6396875,47220,"Vineland-Bridgeton, NJ"
1,1.271666667,1.433854167,1.587291667,22180,"Fayetteville, NC"
1,1.460833333,1.555833333,1.671354167,39900,"Reno, NV"
1,1.317083333,1.457291667,1.655729167,46140,"Tulsa, OK"
1,1.513541667,1.6015625,1.713020833,39300,"Providence-Warwick, RI-MA"
1,1.157083333,1.314166667,1.538541667,47380,"Waco, TX"
1,1.383333333,1.511979167,1.643229167,35620,"New York-Newark-Jersey City, NY-NJ-PA"
1,1.405729167,1.5,1.648958333,28140,"Kansas City, MO-KS"
1,1.261666667,1.337708333,1.476041667,29740,"Las Cruces, NM"
1,1.5771875,1.651041667,1.765,33540,"Missoula, MT"
1,1.497916667,1.567708333,1.71375,25420,"Harrisburg-Carlisle, PA"
1,1.397916667,1.5171875,1.696666667,16060,"Carbondale-Marion, IL"
1,1.312916667,1.439270833,1.629166667,24860,"Greenville-Anderson, SC"
1,1.5,1.6015625,1.683854167,46300,"Twin Falls, ID"
1,1.344583333,1.420208333,1.566145833,31180,"Lubbock, TX"
1,1.325,1.461458333,1.653541667,22220,"Fayetteville-Springdale-Rogers, AR"
1,1.383333333,1.477395833,1.615104167,25180,"Hagerstown-Martinsburg, MD-WV"
1,1.323333333,1.4484375,1.612604167,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
1,1.405104167,1.5203125,1.6753125,12580,"Baltimore-Columbia-Towson, MD"
1,1.337291667,1.480729167,1.6575,28940,"Knoxville, TN"
1,1.337291667,1.480729167,1.6575,34100,"Morristown, TN"
1,1.231041667,1.3790625,1.593541667,10180,"Abilene, TX"
1,1.468645833,1.574479167,1.69875,48620,"Wichita, KS"
1,1.441666667,1.559375,1.705208333,23900,"Gettysburg, PA"
1,1.441666667,1.559375,1.705208333,16540,"Chambersburg-Waynesboro, PA"
1,1.397916667,1.542395833,1.692395833,27860,"Jonesboro, AR"
1,1.12375,1.207916667,1.386458333,41700,"San Antonio-New Braunfels, TX"
1,1.446354167,1.551354167,1.6959375,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
1,1.3865625,1.477604167,1.622395833,11100,"Amarillo, TX"
1,1.500104167,1.6015625,1.684895833,24300,"Grand Junction, CO"
1,1.211666667,1.343958333,1.503645833,12220,"Auburn-Opelika, AL"
1,1.469270833,1.567708333,1.664583333,41620,"Salt Lake City, UT"
1,1.527083333,1.6625,1.760729167,21500,"Erie, PA"
1,1.226875,1.393125,1.58125,27340,"Jacksonville, NC"
1,1.3715625,1.44125,1.555416667,39150,"Prescott Valley-Prescott, AZ"
1,1.258125,1.3853125,1.539791667,48660,"Wichita Falls, TX"
1,1.231666667,1.354166667,1.547395833,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
1,1.231458333,1.36875,1.6015625,43300,"Sherman-Denison, TX"
1,1.078125,1.161875,1.330208333,26140,"Homosassa Springs, FL"
1,1.078125,1.161875,1.330208333,36100,"Ocala, FL"
1,1.078125,1.161875,1.330208333,45540,"The Villages, FL"
1,1.065416667,1.104791667,1.219166667,38940,"Port St. Lucie, FL"
1,1.342083333,1.441666667,1.568958333,20500,"Durham-Chapel Hill, NC"
1,1.342083333,1.441666667,1.568958333,39580,"Raleigh-Cary, NC"
1,1.226666667,1.351041667,1.558333333,13820,"Birmingham-Hoover, AL"
1,1.2621875,1.378229167,1.588020833,49180,"Winston-Salem, NC"
1,1.283854167,1.3646875,1.513020833,30020,"Lawton, OK"
1,1.260833333,1.391666667,1.58125,32820,"Memphis, TN-MS-AR"
1,1.378541667,1.483958333,1.616666667,11700,"Asheville, NC"
1,1.292916667,1.406145833,1.592291667,25860,"Hickory-Lenoir-Morganton, NC"
1,1.214479167,1.317395833,1.485416667,19100,"Dallas-Fort Worth-Arlington, TX"
1,1.26125,1.390625,1.5609375,44940,"Sumter, SC"
1,1.233958333,1.320208333,1.479166667,33260,"Midland, TX"
1,1.233958333,1.320208333,1.479166667,36220,"Odessa, TX"
1,1.262083333,1.4125,1.567708333,47580,"Warner Robins, GA"
1,1.533854167,1.615104167,1.6625,48300,"Wenatchee, WA"
1,1.336041667,1.5,1.664583333,40220,"Roanoke, VA"
1,1.344166667,1.463541667,1.588229167,41540,"Salisbury, MD-DE"
1,1.299583333,1.414479167,1.578958333,26300,"Hot Springs, AR"
1,1.258333333,1.372604167,1.525,40580,"Rocky Mount, NC"
1,1.45625,1.506770833,1.6625,30300,"Lewiston, ID-WA"
1,1.453645833,1.546354167,1.680625,12100,"Atlantic City-Hammonton, NJ"
1,1.239791667,1.323333333,1.5,33860,"Montgomery, AL"
1,1.341458333,1.4125,1.524479167,10540,"Albany-Lebanon, OR"
1,1.341458333,1.4125,1.524479167,41420,"Salem, OR"
1,1.291666667,1.406458333,1.547395833,15680,"California-Lexington Park, MD"
1,1.197291667,1.351770833,1.5515625,41660,"San Angelo, TX"
1,1.184166667,1.29375,1.4425,20020,"Dothan, AL"
1,1.235416667,1.344270833,1.547395833,12020,"Athens-Clarke County, GA"
1,1.235416667,1.344270833,1.547395833,23580,"Gainesville, GA"
1,1.204583333,1.325,1.485416667,43340,"Shreveport-Bossier City, LA"
1,1.433020833,1.513020833,1.621145833,28420,"Kennewick-Richland, WA"
1,1.3378125,1.412291667,1.512708333,40660,"Rome, GA"
1,1.300208333,1.45375,1.6346875,38220,"Pine Bluff, AR"
1,1.132916667,1.259375,1.482604167,18880,"Crestview-Fort Walton Beach-Destin, FL"
1,1.136458333,1.245208333,1.453333333,37460,"Panama City, FL"
1,1.400416667,1.469479167,1.566145833,10740,"Albuquerque, NM"
1,1.205,1.3421875,1.5,27140,"Jackson, MS"
1,1.205,1.3175,1.461979167,31420,"Macon-Bibb County, GA"
1,1.385833333,1.463020833,1.554166667,32780,"Medford, OR"
1,1.047916667,1.064583333,1.080208333,46520,"Urban Honolulu, HI"
1,1.102708333,1.236458333,1.405729167,26380,"Houma-Thibodaux, LA"
1,1.226875,1.351041667,1.4921875,46220,"Tuscaloosa, AL"
1,1.253541667,1.4065625,1.551875,23460,"Gadsden, AL"
1,1.20625,1.325,1.448020833,22500,"Florence, SC"
1,1.279583333,1.400208333,1.544895833,17420,"Cleveland, TN"
1,1.279583333,1.400208333,1.544895833,19140,"Dalton, GA"
1,1.279583333,1.400208333,1.544895833,16860,"Chattanooga, TN-GA"
1,1.295416667,1.397916667,1.553645833,43900,"Spartanburg, SC"
1,1.390625,1.448958333,1.5609375,36500,"Olympia-Lacey-Tumwater, WA"
1,1.235208333,1.337604167,1.532291667,17900,"Columbia, SC"
1,1.167083333,1.276875,1.447916667,17980,"Columbus, GA-AL"
1,1.177083333,1.283125,1.455625,15260,"Brunswick, GA"
1,1.203958333,1.304166667,1.497395833,25980,"Hinesville, GA"
1,1.204375,1.298958333,1.440625,35100,"New Bern, NC"
1,1.245,1.383333333,1.547395833,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
1,1.289166667,1.36875,1.498020833,29420,"Lake Havasu City-Kingman, AZ"
1,1.225,1.325,1.459375,25620,"Hattiesburg, MS"
1,1.18125,1.282083333,1.420520833,25220,"Hammond, LA"
1,1.376041667,1.463020833,1.567708333,36140,"Ocean City, NJ"
1,1.130208333,1.235,1.344166667,17780,"College Station-Bryan, TX"
1,1.211041667,1.321458333,1.505833333,12260,"Augusta-Richmond County, GA-SC"
1,1.269791667,1.361458333,1.5203125,16740,"Charlotte-Concord-Gastonia, NC-SC"
1,1.397916667,1.478125,1.558333333,13380,"Bellingham, WA"
1,1.397916667,1.478125,1.558333333,34580,"Mount Vernon-Anacortes, WA"
1,1.142916667,1.230833333,1.344583333,19300,"Daphne-Fairhope-Foley, AL"
1,1.383333333,1.441145833,1.513541667,14740,"Bremerton-Silverdale-Port Orchard, WA"
1,1.138541667,1.256041667,1.419791667,10780,"Alexandria, LA"
1,1.197083333,1.318333333,1.455833333,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
1,1.132708333,1.218541667,1.373125,45220,"Tallahassee, FL"
1,1.205833333,1.318333333,1.483333333,46340,"Tyler, TX"
1,1.132291667,1.24875,1.440729167,33660,"Mobile, AL"
1,1.376041667,1.441666667,1.509895833,21660,"Eugene-Springfield, OR"
1,1.12375,1.238958333,1.4546875,42340,"Savannah, GA"
1,1.246041667,1.319583333,1.4125,43420,"Sierra Vista-Douglas, AZ"
1,1.17,1.324166667,1.469791667,33740,"Monroe, LA"
1,1.227916667,1.339583333,1.496875,11500,"Anniston-Oxford, AL"
1,1.245,1.330625,1.459895833,45500,"Texarkana, TX-AR"
1,1.340833333,1.4125,1.5,31020,"Longview, WA"
1,1.220625,1.282291667,1.386458333,47300,"Visalia, CA"
1,1.147083333,1.252916667,1.439479167,12940,"Baton Rouge, LA"
1,1.265,1.334791667,1.4484375,41100,"St. George, UT"
1,1.251145833,1.313541667,1.400520833,17020,"Chico, CA"
1,1.251145833,1.313541667,1.400520833,49700,"Yuba City, CA"
1,1.156666667,1.231875,1.3434375,46660,"Valdosta, GA"
1,1.447916667,1.513541667,1.635416667,24420,"Grants Pass, OR"
1,1.132083333,1.217916667,1.385833333,29340,"Lake Charles, LA"
1,1.164583333,1.283333333,1.478125,16700,"Charleston-North Charleston, SC"
1,1.1125,1.165,1.340833333,47020,"Victoria, TX"
1,1.233541667,1.311666667,1.427083333,21340,"El Paso, TX"
1,1.0625,1.116666667,1.224791667,19660,"Deltona-Daytona Beach-Ormond Beach, FL"
1,1.1975,1.258333333,1.414166667,29820,"Las Vegas-Henderson-Paradise, NV"
1,1.165625,1.324479167,1.468229167,28660,"Killeen-Temple, TX"
1,1.4125,1.5,1.648958333,47460,"Walla Walla, WA"
1,1.0825,1.163125,1.292916667,37860,"Pensacola-Ferry Pass-Brent, FL"
1,1.148125,1.238333333,1.385833333,29180,"Lafayette, LA"
1,1.223333333,1.330416667,1.441666667,48900,"Wilmington, NC"
1,1.245833333,1.295416667,1.361458333,34900,"Napa, CA"
1,1.210416667,1.28625,1.41375,25940,"Hilton Head Island-Bluffton, SC"
1,1.311666667,1.386666667,1.478125,18700,"Corvallis, OR"
1,1.271666667,1.322708333,1.390625,46700,"Vallejo, CA"
1,1.241875,1.317083333,1.405208333,25260,"Hanford-Corcoran, CA"
1,1.143333333,1.261875,1.371666667,10500,"Albany, GA"
1,1.325,1.397916667,1.485416667,42660,"Seattle-Tacoma-Bellevue, WA"
1,1.107458333,1.175208333,1.325,12420,"Austin-Round Rock-Georgetown, TX"
1,1.076458333,1.130208333,1.3,29460,"Lakeland-Winter Haven, FL"
1,1.076458333,1.130208333,1.3,42700,"Sebring-Avon Park, FL"
1,1.1975,1.3075,1.426145833,30980,"Longview, TX"
1,1.1,1.14375,1.265,18580,"Corpus Christi, TX"
1,1.151875,1.220208333,1.3446875,46060,"Tucson, AZ"
1,1.108958333,1.176666667,1.339583333,13140,"Beaumont-Port Arthur, TX"
1,1.225,1.294375,1.386458333,23420,"Fresno, CA"
1,1.225,1.294375,1.386458333,31460,"Madera, CA"
1,1.109791667,1.183333333,1.321979167,23540,"Gainesville, FL"
1,1.343333333,1.4125,1.471458333,38900,"Portland-Vancouver-Hillsboro, OR-WA"
1,1.131833333,1.176875,1.32625,29700,"Laredo, TX"
1,1.245625,1.30375,1.413125,39820,"Redding, CA"
1,1.238333333,1.314583333,1.4125,44700,"Stockton, CA"
1,1.217916667,1.278333333,1.344166667,32900,"Merced, CA"
1,1.2175,1.258333333,1.309583333,41500,"Salinas, CA"
1,1.2175,1.258333333,1.309583333,41940,"San Jose-Sunnyvale-Santa Clara, CA"
1,1.072916667,1.1125,1.200833333,45300,"Tampa-St. Petersburg-Clearwater, FL"
1,1.238541667,1.278125,1.37,42220,"Santa Rosa-Petaluma, CA"
1,1.185833333,1.244375,1.3365625,40140,"Riverside-San Bernardino-Ontario, CA"
1,1.239166667,1.322708333,1.390625,40900,"Sacramento-Roseville-Folsom, CA"
1,1.090625,1.15625,1.298958333,27260,"Jacksonville, FL"
1,1.204166667,1.271666667,1.354166667,33700,"Modesto, CA"
1,1.1125,1.127916667,1.240208333,32580,"McAllen-Edinburg-Mission, TX"
1,1.190625,1.245,1.3075,42020,"San Luis Obispo-Paso Robles, CA"
1,1.1125,1.165,1.356041667,35380,"New Orleans-Metairie, LA"
1,1.156666667,1.19125,1.26,37100,"Oxnard-Thousand Oaks-Ventura, CA"
1,1.063333333,1.08125,1.197083333,35840,"North Port-Sarasota-Bradenton, FL"
1,1.203958333,1.271666667,1.332291667,12540,"Bakersfield, CA"
1,1.190416667,1.265,1.336875,42100,"Santa Cruz-Watsonville, CA"
1,1.186041667,1.245,1.298958333,41860,"San Francisco-Oakland-Berkeley, CA"
1,1.054166667,1.070625,1.124583333,42680,"Sebastian-Vero Beach, FL"
1,1.061041667,1.082291667,1.183541667,36740,"Orlando-Kissimmee-Sanford, FL"
1,1.052083333,1.070833333,1.163125,37340,"Palm Bay-Melbourne-Titusville, FL"
1,1.168541667,1.211666667,1.274583333,42200,"Santa Maria-Santa Barbara, CA"
1,1.0625,1.076041667,1.111458333,15980,"Cape Coral-Fort Myers, FL"
1,1.0625,1.076041667,1.111458333,39460,"Punta Gorda, FL"
1,1.103125,1.164583333,1.258333333,26420,"Houston-The Woodlands-Sugar Land, TX"
1,1.136666667,1.17,1.238333333,31080,"Los Angeles-Long Beach-Anaheim, CA"
1,1.147708333,1.159333333,1.201875,20940,"El Centro, CA"
1,1.163958333,1.184166667,1.218333333,41740,"San Diego-Chula Vista-Carlsbad, CA"
1,1.097458333,1.117791667,1.202291667,15180,"Brownsville-Harlingen, TX"
1,1.17,1.19075,1.274166667,38060,"Phoenix-Mesa-Chandler, AZ"
1,1.14875,1.1715,1.1885,49740,"Yuma, AZ"
1,1.055208333,1.082291667,1.116458333,34940,"Naples-Marco Island, FL"
